json_parsed.adnumber,name,category,description
38426067,"HP 15-f010wm 15.6"" Touchscreen Laptop 500GB HDD 4 GB RAM Intel N2830 2.16GHz", Laptops,"HP 15-f010wm 15.6"" Touchscreen Laptop 500GB HDD 4 GB RAM Intel N2830 2.16GHz

Used only a few months and decided to get a tablet. One of the hinges is weakened so you have to open and close laptop more carefully but doesn't affect the performance of the laptop. Touch screen is awesome and works great. Comes with power cord and I will also include a case with it."
38864983,3 19 inch and a 24, Monitors,"All monitors work. 

The 24"" for $20 or $10 for any of the 19's"
39237990,Fujitsu T731 Convertible LifeBook/Laptop/Tablet, Laptops,"Fujitsu Lifebook T731 with charger in great condition. Laptop can be converted into tablet by simply rotating the screen, and folding it back.Specs:8GB RAM320GB Hard Drive2.5GHz Intel Core i5-2520M CPUWindows 7 Enterprise We offer layaway!Provo Pawn Shop436 W Center StreetProvo, UT 84601801.607.1881 WORK801.707.7045 CELLHours:Mon-Sat: 10am-6pmClosed Sundays"
39238077,"Dell 19"" LCD Monitor With Wall Mount", Monitors,"Dell 19"" LCD monitor is in good working condition. I no longer have the stand for it but I will include a multi position wall mount with it. 

If interested call or text Jake 8018345468"
37267637,Apple iPad Mini 2, Apple Hardware and Accessories ,"Apple iPad Mini 2 - 16GB - No Warrantee- This iPad is in great condition- Has been newly refurbished!Come down and check out what we have on sale! Layaway available on all items. New items out for sale everyday.http://zzzpawnshop.comZZZ PAWN SHOP189 N Main StSpanish Fork, UT. 84660801-798-7444Monday - Saturday10am - 6pmClosed SundayText us @ 801-810-9269email us @ zzzpawnshop@gmail.com"
39237964,Brother 7820N Laser Printer, Printers,"This is a fax, copy, scanner, and printer all in one. In excellent condition. Only reason I'm selling is because I upgraded to a color printer. "
39237700,Enercell Slim AC Power Supply for Notebooks BRAND NEW, Laptop Hardware and Accessories ,"Encercell slim AC power supply for notebooks brand new in box. We offer layaway!Provo Pawn Shop436 W Center StreetProvo, UT 84601801.607.1881 WORK801.707.7045 CELLHours:Mon-Sat: 10am-6pmClosed Sundays"
32894904,Acer Iconia Tab A200 10.1 in, Android Tablets and Accessories,"Acer Iconia Tab A200 *LIKE NEW CONDTION! HAS BOX MANUALS AND CABLES!* -10.1 inch screen.-8GB-Dual Core*Compatible bluetooth keyboard available. Mention this add and we can make a deal!Come down and check out what we have on sale! Layaway available on all items. New items out for sale everyday.http://zzzpawnshop.comZZZ PAWN SHOP189 N Main StSpanish Fork, UT. 84660801-798-7444Monday - Saturday10am - 6pmSunday ClosedText us @ 801-810-9269email us @ zzzpawnshop@gmail.com"
39237481,OKI MC362W Color LED Multi-Functional Wireless Printer, Printers,"$549.99 Retail Value. We have one OKI MC362W Color LED All-in-One Wireless Printer available. This OKI MC362W Color LED Printer has been Refurbished! Printer comes boxed with New Toner and Cartridge. We have inspected and tested this OKI MC362W Printer to insure that it is in Great Working condition. This OKI MC362W Color LED Printer is available at our store location. See below for more information. Pictures are internet stock photos of the product. If you are interested call us first to insure item is still available, or feel free to come down to our store to check us out.**TO SEE MORE OF OUR INVENTORY, CLICK ON THE ""MORE ADS BY SELLER"" LINK BELOWOur Information:The Liquidation Team64 West Center StreetOrem, UT 84057(801) 226-2200 Hours: M-F 9:00-8:00 Sat 10:00-6:00Web Site: www.liquidationteam.comProduct Information:OKI® Wireless Color Laser All-In-One Printer, Scanner, Copier And Fax, MC362wCreate clear, vibrant prints with HD Color printing technology* Built-in 10/100Base-TX Ethernet port facilitates wired networking.  Supports wireless printing from select mobile devices.* Prints, copies, scans and faxes. * Prints up to 25 pages per minute in black and up to 23 pages per minute in color. * Up to 1200 x 600 dpi resolution for vivid, crisp prints. * You can even print banners up to 8.5"" x 52"". * Automatic 2-sided printing saves paper and money. * 350-sheet input paper try handles large printing jobs.  880-sheet maximum input capacity helps meet your printing needs (requires optional paper trays, not included).* 45,000 sheet monthly volume (3,000 sheet recommended). * ENERGY STAR— For products that meet federal guidelines for energy efficiency. Specifications:* Ethernet Technology	Fast Ethernet* Maximum Print Size	Banner - 8.50"" x 52""* Sleep-Mode Power Consumption	1.50 W* Maximum color copy speed	23* Processor speed	533 MHz* Fax transmission speed	33.60 kbit/s* Off-Mode Power Consumption	500 mW* Maximum black and white print speed	25 ppm* Item type	laser multifunction printer* Inkjet/laser	laser* Certifications & Standards	WiFi Certified* Quantity	1* Maximum fax resolution	200 x 400 dpi* Fax Color	Color* Flatbed/sheetfed	flatbed* Duplex Printing	Automatic* Printing Technology	LED - color* Memory Card Slot	Yes* USB Standard	USB 2.0* Media Size	DL Envelope - 4.30"" x 8.60""; Legal - 8.50"" x 14""; 5.80"" x 8.30""; 3"" x 5""; Banner - 8.50"" x 52""; Custom Size; Letter - 8.50"" x 11""; Executive - 10.50"" x 7.25""; A4 - 8.30"" x 11.70""; A5 - 5.80"" x 8.30""; A6 - 4.10"" x 5.80""; B5 - 6.90"" x 9.80""; C5 Envelope - 3.37"" x 9""; Com 9 Envelope - 3.80"" x 8.80""; Com10 Envelope - 4.80"" x 9.50""; 4.10"" x 5.80""* Maximum copy enlargement	400%* Maximum copy reduction	25%* Printing application	Plain Paper Print* Screen size	3.5 inches* Postconsumer recycled content	0%* Fax Memory Capacity	200 pages* Automatic document feeder	yes* Memory Card Supported	SD* Scan Color	Color* Additional Warranty Information	On-site* Maximum Power Consumption	1.17 kW* Media type	Plain Paper; Banner Paper; Envelope; ID Card* Brand name	OKI* Wireless LAN Standard	IEEE 802.11b/g/n* USB	Yes* Copy Color	Color* Fax Compliant	Super G3* Hardware Resolution	1200 x 1200 dpi* Eco-label/standard	ENERGY STAR* Dimensions	16.8""H x 20""W x 17.5""D* Media Handling	1 x Input Tray 250 Sheet; 1 x Multipurpose Tray 100 Sheet; 1 x Paper Tray 530 Sheet; 1 x * Output Tray 150 Sheet; 1 x Duplex Automatic Document Feeder 50 Sheet* USB Direct Printing	Yes* First Print Speed	9 Second Color; 8.5 Second Monochrome* Number of Input/Multipurpose Trays Installed	3* Networking	wired, wireless* Connector type	Ethernet; USB 2.0* Platform Supported	PC; Mac* Number of Input Trays Supported	5* Copier Type	Flatbed* Maximum optimized color print resolution	1200 dpi* Maximum monthly volume	45,000 sheets* Maximum sheet size	8.5"" x 52""* Wireless Print Technology	Apple AirPrint; Wi-Fi Direct; OKI MotionPrint* Power source	AC Supply* Print Color Capability	Color* Height	17.5 in* Color Cartridge Type	Individual Color Cartridge* Maximum color print speed	23* Auto double-sided printing	yes* Width	16.8 in* Assembly required	no* Maximum Copy Resolution	600 x 600 dpi* Depth	20 in* Product Name	MC362W LED Multifunction Printer* Language Emulation	PCL 6; PCL 5c; PostScript 3; IBM ProPrinter; Epson FX* Manufacturer	OKI Data* Transmission Speed	3 sec/page* Number of Copies	99* Total paper tray capacity	350 sheets* Model	MC362w* Weight	63 lb* Maximum true color print resolution	1200 x 600 dpi* Maximum black and white copy speed	25* Ethernet	Yes* Input Voltage	120 V AC* Automatic document feeder capacity	350 sheets* Mobile Device Printing	Yes* Number of colors	4* Functionality	4-in-1 (print, scan, copy and fax)* Operating Power Consumption	570 W* Memory	256 MB* Print Color	monochrome* Form factor	Desktop* Color	   White* Display Screen Type	LCDRJ"
39237462,"Macbook 12"" Space Grey 256gb", Apple Laptops,"Selling MacBook 12"" space grey 256gb
Still has warranty
Please text if your interested 
8019870105"
39237366,Misc Desktop Hardware, Desktop Hardware and Accessories,I have 2 Dell Monitor stands2 Pairs of Headphones3 Cooling fans2x VGA cable3 foot Ethernet cableMicrosoft IntelliMouse WiredOptical HP MouseGPS Mount300 mbps pci network adapter with antennaDSLR Camera StrapDell KeyboardDell Keyboard with Multimedia KeysiPod Touch 3rd Gen casesiPad casesiPod nano cases
39237238,"android galaxy s tablet 7"" 16gig", Android Tablets and Accessories,"I have a black and a whie one. Please call or text anyti,me 8918751038 also have a bluetooth keboard case to go with it ever6thing in good shape and works perfectly"
39237122,Motorola 200 Series Modem Brand-New, Laptop Hardware and Accessories ,A new and improved version of the world's most widely deployed DOCSIS cable modems. For the residential cable subscriber who wants a powerful modem capable of delivering a high-speed data service at blazing fast speeds.10 / 100 / 1000 Base-T Ethernet Port (RJ-45) and 1-Year Limited Warranty. 
39237065,Motorola 200 Series Motor brand-New, Desktop Hardware and Accessories,A new and improved version of the world's most widely deployed DOCSIS cable modems. For the residential cable subscriber who wants a powerful modem capable of delivering a high-speed data service at blazing fast speeds.10 / 100 / 1000 Base-T Ethernet Port (RJ-45) and 1-Year Limited Warranty. 
39237049,IMac , Apple Laptops,I bought this brand new. It\'s pretty old I believe I bought it 8 years ago. Perfect condition. I have never really needed to use it. 
39237034,Motorola Surfboard 200 Series Modem, Desktop Hardware and Accessories,A new and improved version of the world's most widely deployed DOCSIS cable modems. For the residential cable subscriber who wants a powerful modem capable of delivering a high-speed data service at blazing fast speeds.10 / 100 / 1000 Base-T Ethernet Port (RJ-45) and 1-Year Limited Warranty. 
39236883,"Dell Black 15.6"" Inspiron 3542 Laptop PC With Intel Core i3-4005U Processor, 4GB Memory, 500GB Hard Drive And Windows 10", Laptops,"Dell Black 15.6"" Inspiron 3542 Laptop PC With Intel Core i3-4005U Processor, 4GB Memory, 500GB Hard Drive And Windows 10:
Brand New Inspiron 3542 Windows 10 Laptop. Barely used(Like 4 times). Battery still like new.
Specs: 
RAM 4GB(Expandable to 8GB)
500GB HD
Intel Core i3-4005U
Blutooth
Wifi
HDMI port
DVD Drive 
3 USB ports 
1 Audio
SD card port"
39236863,Apple MacBook Air, Apple Laptops,"We have a Late 2010 MacBook Air specs: 2 GB Intel core 2 duo 11.6"" in good working condition has small dent in bottom of screen come down and take a look."
39236852,Gold iPad mini 4 16gb ( excellent condition ), Apple iPads and Accessories,"I bought it 2 months ago. Now I don't think I need it any more so I am selling it. It works like new. No scratch no issue. It is still warranty of it. It comes with box, charger and slim case. Please text me 801-243-8787"
39236824,MacBook, Apple Laptops,"Intel 2GHz Processor,13.3"" LCD Screen,INCLUDES PROGRAMS:GarageBand, Photo Booth, iChat,iCal, iTunes, iMovie, iPhoto, FaceTime,Adobe Photoshop Suite,Microsoft Office for the MAC,and much much more...90 DAY WARRANTYFinancing AvailableMon through Sat11:00 am until 7:00 pmSteve801-790-47411699 N Main St.Sunset, UT 84015"
39236780,laptop drive, Laptop Hardware and Accessories ,I have 8 of them. At least 120 GB.Each is 12$
39236749,MacBook Air 13 inch, Apple Laptops,"This is my macbook air 2015. bought it in dec of 2015 and really dont use it comes with everything in the box. for more info call or text me.  im firm on my price as well. meet in person only not shipping or paypal.also no trades  

Here are the specs

1.6GHz Processor 
128 GB Storage
1.6GHz dual-core Intel Core i5 processor
Turbo Boost up to 2.7GHz
Intel HD Graphics 6000
4GB memory
128GB PCIe-based flash storage1"
39236729,NIB Netgear DSL Modem ADSL DM111, Desktop Hardware and Accessories,"New in box purchased for my office.
High speed ADSL2 Internet access
Works with AT&T, Verizon, Qwst and Centurylink
Esy set up."
